gene,col5a2,dcc,gaba_fbxl7,gaba_reln,gaba_sox6_tac1,gaba_sst,gaba_vip,htrc2,il1rapl2,pdzd2,zfp804b
ENSG00000185483,0.0,0.0,0.0,0.0,0.884202156285226,0.0,0.0,0.14102694988023418,0.0,0.0,0.0
ENSG00000158966,0.06303972366148532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7852573923701548
ENSG00000265996,0.0,0.0,0.7673107162201782,0.0,0.062,0.0,0.0,0.0,0.2487015094952118,0.0,0.0
ENSG00000184588,0.03339818417639429,0.0,0.0,0.0,0.0,0.32066113618521946,0.0,0.0,0.39982040891508563,0.0,0.0
ENSG00000118473,0.10904182039340606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0997191011235955,0.0,0.0
ENSG00000081985,0.0,0.0,0.0,0.0,0.0,0.0,0.24638416466732577,0.0,0.8306789987803349,0.0,0.04861111111111111
ENSG00000116729,0.0,0.0,0.014822134387351778,0.45132610006027724,0.2669063670411985,0.6014604205356903,0.0,0.0,0.15229554245717444,0.0,0.0
ENSG00000033122,0.18028534370946822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2247191011235955,0.09042553191489362,0.1526479750778816
ENSG00000132485,0.061932555123216604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.05218068535825545
ENSG00000172260,0.23378728923476005,0.0,0.0,0.0,0.03707865168539326,0.0,0.0,0.0,0.22507022471910113,0.20345744680851063,0.003894080996884735
ENSG00000228853,0.1470249255727371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7712827429132671,0.0,0.0
ENSG00000137968,0.038910505836575876,0.10384615384615385,0.0,0.0,0.22447940074906367,0.0009057971014492754,0.0,0.0,0.08532303370786516,0.0,0.0
ENSG00000184005,0.0,0.0,0.0,0.0,0.02541573033707865,0.0,0.0,0.0,0.5960458033508269,0.0,0.0
ENSG00000117069,0.3374091920189781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20339265979001658,0.06914893617021277,0.0
ENSG00000154027,0.08722438391699092,0.0,0.0,0.0,0.0,0.0,0.0,0.01883116883116883,0.12043539325842696,0.12234042553191489,0.13473520249221183
ENSG00000137941,0.17834653871225714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061446629213483143,0.0,0.3636715225643906
ENSG00000142875,0.033073929961089495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042485955056179775,0.05585106382978723,0.0
ENSG00000117155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04672897196261682
ENSG00000153904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16585697181801434,0.0,0.0
ENSG00000171502,0.2596611666224678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5014912560768988,0.0
ENSG00000143013,0.4791785564186827,0.4609857373460664,0.0,0.0,0.0,0.0,0.0,0.0,0.0052668539325842695,0.0,0.18613707165109034
ENSG00000137942,0.0,0.12567043048694426,0.0425739842258962,0.0031645569620253164,0.29619475655430716,0.0,0.0,0.0,0.41983445385890583,0.0,0.0
ENSG00000198691,0.0,0.6644405604940246,0.0,0.0,0.0,0.0,0.0,0.7440703447179093,0.0,0.07352941176470588,0.0
ENSG00000188641,0.3234913972474707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06987359550561797,0.5789265280580318,0.19596164649405035
ENSG00000225206,0.2858880533322581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27270791121753546,0.04920212765957447,0.1721183800623053
ENSG00000099260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6985079031612645,0.0
ENSG00000207704,0.11378205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7427846138455382,0.0
ENSG00000122477,0.0,0.0,0.0,0.4018045509342978,0.24514901276317225,0.0,0.14930513739864776,0.0,0.0,0.0,0.0
ENSG00000118733,0.35793129170782845,0.18461538461538463,0.0,0.0,0.0,0.0,0.0,0.09805194805194806,0.22886926689998158,0.0013297872340425532,0.0
ENSG00000060718,0.0,0.057692307692307696,0.0,0.0,0.0,0.0,0.2841850483435458,0.2837066075412559,0.5785702042528806,0.0,0.0
ENSG00000162631,0.8464195368786507,0.0,0.1465571753776817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000221986,0.02677029360967185,0.0,0.0,0.0,0.1,0.0,0.0,0.879431386441818,0.0,0.0,0.0
ENSG00000177301,0.022452504317789293,0.11057692307692307,0.0,0.0,0.3552725719064761,0.0,0.0,0.0,0.039130134463068705,0.0,0.0
ENSG00000177272,0.0,0.0,0.0,0.07041139240506329,0.13164044943820224,0.03815163313865455,0.04817275747508306,0.0,0.0,0.0,0.0
ENSG00000081026,0.06706350006384279,0.08846153846153847,0.0,0.0,0.0,0.0,0.0,0.15978646456404333,0.0,0.0,0.0911214953271028
ENSG00000134259,0.0,0.0,0.6866876391327581,0.0,0.5655761972291916,0.13576779026217228,0.04151291512915129,0.0,0.0,0.0,0.0
ENSG00000178104,0.19130998702983137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000265972,0.0,0.0,0.6063270260176771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177954,0.0,0.0,0.0,0.10680379746835443,0.0,0.0,0.0,0.0,0.0,0.061170212765957445,0.16666666666666666
ENSG00000116539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.2073240928347762,0.0,0.0
ENSG00000196189,0.0,0.0,0.0,0.0,0.0,0.011194029850746268,0.0,0.0,0.7859182511776688,0.0,0.10476434426229508
ENSG00000248485,0.0,0.0,0.6239854614060797,0.6402201111957109,0.0,0.14436777397817946,0.0,0.0,0.0,0.0,0.0
ENSG00000162745,0.0,0.0,0.0,0.2824483082706767,0.0,0.0,0.0,0.0,0.0,0.05698529411764706,0.9900929685239093
ENSG00000198929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31439900943492766,0.0,0.3441582933285668
ENSG00000162733,0.0,0.0,0.0,0.8543142865074078,0.0,0.0,0.12374285507560959,0.022968197879858657,0.0,0.0,0.0
ENSG00000117152,0.2887290578818975,0.0,0.0,0.0,0.0,0.017304780445598095,0.0,0.0,0.0,0.0,0.0
ENSG00000143190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25480636397126544,0.0,0.0
ENSG00000143164,0.10872260639906454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09866573033707865,0.08915816326530612,0.0
ENSG00000143153,0.0,0.0,0.0,0.185126582278481,0.23324344569288388,0.14221014492753623,0.2059800664451827,0.02792207792207792,0.0,0.0,0.0
ENSG00000143156,0.47862364747609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000075945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20503315527721497,0.0,0.011682242990654205
ENSG00000197959,0.1513040731705678,0.0,0.0,0.0,0.14719101123595504,0.1539855072463768,0.0,0.0,0.0,0.0,0.0
ENSG00000152061,0.10894941634241245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11973314606741572,0.0,0.11214953271028037
ENSG00000116147,0.18436960276338515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09585674157303371,0.0,0.0
ENSG00000143207,0.040207522697795074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04810393258426966,0.00625,0.0
ENSG00000198797,0.2651744252468028,0.0,0.09235668789808917,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0
ENSG00000075391,0.2554686397451664,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.18012640449438203,0.0,0.13862928348909656
ENSG00000116191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32256721125495025,0.12846518695892428,0.0,0.0
ENSG00000198216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04125,0.053738317757009345
ENSG00000228918,0.0,0.0,0.9488646523744372,0.0,0.0,0.0,0.1647522120382494,0.0,0.0,0.0,0.0
ENSG00000143333,0.0,0.0,0.3342242540152144,0.0,0.0,0.0,0.9329418170187993,0.0,0.0,0.0,0.0
ENSG00000135842,0.0,0.0,0.0,0.0,0.0,0.07771535580524344,0.0,0.785958681100103,0.19364754098360656,0.0,0.0
ENSG00000162670,0.0,0.28532728607467617,0.0,0.0,0.0,0.0,0.0,0.0,0.42392923292605555,0.0,0.09501557632398754
ENSG00000162630,0.0,0.0209333098094566,0.44783297616397844,0.20760564385647662,0.0,0.0,0.0,0.0,0.006147540983606557,0.0,0.06843847352024922
ENSG00000162687,0.0,0.0,0.0,0.0,0.0,0.0,0.09634551495016612,0.1623445459134505,0.368823678393811,0.0,0.10358255451713395
ENSG00000134376,0.0,0.0,0.0,0.0,0.08856179775280898,0.3385230965349122,0.0,0.0,0.18696468041996686,0.0,0.0
ENSG00000151414,0.0,0.0,0.0,0.0,0.4521162139558561,0.0,0.0,0.028268551236749116,0.0,0.0,0.0
ENSG00000229989,0.023316062176165803,0.21496118560338745,0.0,0.0,0.010112359550561797,0.0,0.0,0.0,0.28664348867194694,0.0,0.0
ENSG00000143847,0.23426275007896347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000058668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3781652661064426,0.0
ENSG00000143842,0.0,0.0,0.9365975806561986,0.1539806795469687,0.0,0.0,0.4998787987912976,0.0,0.0,0.0,0.0
ENSG00000174567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7716285377434169,0.0,0.06433823529411764,0.0
ENSG00000143473,0.3412750414978193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032303370786516857,0.0,0.0
ENSG00000123684,0.0,0.0,0.0,0.0,0.18836704119850187,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143494,0.20164075993091538,0.0,0.3507789598696395,0.0,0.17035955056179775,0.0,0.0,0.5341290084133826,0.0,0.0,0.0
ENSG00000136643,0.07723970618871931,0.0,0.0,0.0,0.0,0.0,0.0,0.048051948051948054,0.0,0.0,0.0
ENSG00000117707,0.0,0.0,0.3504077220199338,0.8434404841216966,0.0,0.0,0.6626334223754085,0.0,0.0,0.0,0.0
ENSG00000143499,0.025906735751295335,0.0,0.0,0.0,0.0,0.0,0.053062504071396,0.0,0.5777382967160227,0.0,0.0
ENSG00000082482,0.0,0.0,0.0,0.0,0.009333333333333334,0.10771982782715636,0.28128585382492477,0.0,0.8043929475835777,0.0,0.0
ENSG00000196482,0.0,0.0,0.0,0.0,0.352829097123741,0.0,0.0,0.0,0.23035434702523483,0.0,0.1409657320872274
ENSG00000092978,0.33125676229645906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024578651685393258,0.0,0.010903426791277258
ENSG00000116141,0.05155642023346303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30833256585006447,0.0,0.0
ENSG00000162817,0.47075712260763974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06620748299319729,0.0
ENSG00000257551,0.0,0.0,0.6330916220590066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143507,0.0,0.0,0.0,0.0,0.12133333333333333,0.7884303131072459,0.7294774608796853,0.0,0.0,0.0,0.0
ENSG00000143502,0.3420562757471287,0.0,0.0,0.0,0.0,0.0,0.0,0.22807062485894958,0.0,0.0,0.0
ENSG00000162909,0.0,0.0,0.0,0.13477622061482822,0.41313363150430893,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185842,0.4489781985888415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691713039880153,0.0,0.0
ENSG00000182118,0.0,0.0,0.0,0.0,0.0,0.9670222758990875,0.0,0.0,0.0,0.0,0.0
ENSG00000116991,0.24024885250969402,0.0,0.0,0.05449442435201929,0.0,0.0,0.0,0.0,0.24392728863510776,0.0,0.0
ENSG00000135750,0.1331021551984839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000183780,0.3999062518900829,0.05,0.0,0.0,0.0,0.0,0.0,0.09285714285714286,0.13906221219377418,0.0,0.0
ENSG00000168275,0.40425951658336085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3512295081967213,0.0,0.0
ENSG00000059588,0.039234760051880674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09707446808510638,0.000778816199376947
ENSG00000168243,0.0,0.0,0.5142475641196875,0.09862472637289425,0.0,0.5791874582379496,0.052583025830258305,0.0,0.0,0.0,0.0
ENSG00000077522,0.6324188498577624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1026143540506954
ENSG00000198626,0.21595330739299612,0.19807692307692307,0.0,0.0,0.0,0.0,0.0,0.024675324675324677,0.2345505617977528,0.18085106382978725,0.0
ENSG00000133019,0.21997708379535358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000155816,0.0933852140077821,0.008653846153846154,0.0,0.0,0.0016853932584269663,0.0,0.0,0.03701298701298701,0.03546348314606742,0.0,0.0
ENSG00000180875,0.0,0.6930420747132231,0.0,0.0,0.03,0.0,0.0,0.11066169498571841,0.0,0.0,0.0
ENSG00000182901,0.23216601815823606,0.0,0.0,0.0,0.0,0.0,0.0,0.008441558441558441,0.0,0.14893617021276595,0.0
ENSG00000180287,0.0,0.0,0.0,0.7491597863329209,0.41689673102796265,0.0,0.5299150253081581,0.0,0.0,0.0,0.0
ENSG00000117020,0.2136835278858625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175561797752809,0.0678191489361702,0.0
ENSG00000179456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
ENSG00000162849,0.0,0.0,0.0,0.029629056819263346,0.6112283644231119,0.7379149132569074,0.0,0.0,0.0,0.0,0.0
ENSG00000185420,0.19497086752283221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09655898876404495,0.0,0.0
ENSG00000185736,0.0,0.0,0.6190450848922447,0.6862545009676089,0.0,0.0,0.6339567707285437,0.0,0.0,0.0,0.0
ENSG00000067082,0.14929302500621627,0.0,0.0,0.0,0.0,0.0,0.0,0.1221118475245006,0.3851610947381347,0.0,0.0
ENSG00000198879,0.0,0.21704304869442487,0.0,0.0,0.5224267117559361,0.0,0.0,0.0,0.0,0.0,0.3366523458114158
ENSG00000048740,0.23054474708171208,0.0,0.0,0.0,0.0,0.0,0.0,0.048701298701298704,0.1892556179775281,0.23138297872340424,0.1985981308411215
ENSG00000183049,0.06971465629053178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23042917664394916,0.0,0.0
ENSG00000151468,0.01770293609671848,0.5158710700351004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123240,0.28470528147954005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151474,0.21173800259403372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1618679775280899,0.11702127659574468,0.09579439252336448
ENSG00000077943,0.0,0.0,0.0,0.07765656229180545,0.25677153558052435,0.0,0.14909404077429478,0.6349085119519856,0.0,0.0,0.0
ENSG00000165995,0.14948119325551232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199468085106383,0.0
ENSG00000120594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7684402916342472
ENSG00000078114,0.2909333145165084,0.0,0.0,0.004746835443037975,0.0,0.0,0.0,0.0,0.09831460674157304,0.0,0.0
ENSG00000136770,0.20575022008964872,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.48929220134667734,0.0,0.0
ENSG00000120549,0.0,0.0,0.0,0.0,0.5559451292680266,0.6478515436352047,0.0,0.17873663439034462,0.0,0.0,0.0
ENSG00000151025,0.04215304798962387,0.0,0.0,0.0,0.0,0.0,0.0,0.08311688311688312,0.1774670749677657,0.0,0.0
ENSG00000136750,0.0,0.0,0.712451327813566,0.5532650851813077,0.5666609577833533,0.3046327959615698,0.09024959850927414,0.0,0.0,0.0,0.0
ENSG00000136754,0.0,0.0,0.17475108648163906,0.12658227848101267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000150051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6810545045340783,0.0,0.06699681238615665
ENSG00000232624,0.0,0.0,0.0,0.33541666666666664,0.0,0.0,0.0,0.7570614235277031,0.0,0.0,0.0
ENSG00000148516,0.38304167254692445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1731269570823356,0.0,0.0
ENSG00000165322,0.06994818652849741,0.0,0.028662420382165606,0.0,0.38926486309588737,0.0,0.0,0.0,0.23977712285872166,0.0,0.0
ENSG00000148498,0.0,0.0,0.07484076433121019,0.0,0.0,0.17213365269402864,0.4688783076145172,0.0,0.0,0.0,0.0
ENSG00000107562,0.0,0.0,0.0,0.07800751879699247,0.5898028950462408,0.0,0.7178974922767251,0.0,0.0,0.0,0.0
ENSG00000107551,0.0,0.5488661172740579,0.14630476045144122,0.0,0.13372284644194757,0.13554023969065274,0.0,0.0,0.09733606557377049,0.0,0.0
ENSG00000172671,0.0,0.0,0.0,0.3582790044732083,0.5010758063343151,0.03089887640449438,0.5827004936836864,0.0017667844522968198,0.0,0.0,0.0
ENSG00000204175,0.0,0.0,0.6606417864082242,0.0,0.16666666666666666,0.0,0.0,0.41060598726507047,0.0,0.0,0.0
ENSG00000265763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080076873961111,0.0,0.8623718057520745
ENSG00000185532,0.0327496757457847,0.0,0.0,0.0,0.13539325842696628,0.0,0.0,0.007142857142857143,0.47688007818096234,0.0,0.0
ENSG00000150275,0.0,0.0,0.0,0.2550442562101456,0.0,0.4760348842013674,0.0,0.0,0.5941119962751479,0.0,0.0
ENSG00000122870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5649779911964785,0.0
ENSG00000151150,0.1543450064850843,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.06495786516853932,0.1276595744680851,0.0
ENSG00000171988,0.17769130998702984,0.025961538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.04073033707865169,0.0,0.0
ENSG00000198739,0.10667963683527885,0.0,0.0,0.0,0.0,0.0,0.0,0.05454545454545454,0.05056179775280899,0.07180851063829788,0.0
ENSG00000107742,0.0,0.0,0.1912781293020624,0.11931926334824403,0.1234307116104869,0.0,0.10566255164212772,0.0,0.0,0.0,0.0
ENSG00000156026,0.20403822503578556,0.0,0.0,0.0,0.0050561797752808986,0.0,0.0,0.3704795599708229,0.0,0.0,0.0
ENSG00000156110,0.1299755381275915,0.0,0.0,0.0,0.0022471910112359553,0.0,0.0,0.0,0.126197273899429,0.0,0.0
ENSG00000156113,0.10765239948119326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17521067415730338,0.06648936170212766,0.0
ENSG00000185737,0.23573281452658884,0.1798076923076923,0.0,0.0,0.0,0.0,0.0,0.04285714285714286,0.21734550561797752,0.21941489361702127,0.13006230529595014
ENSG00000107771,0.24457000194888545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1051816632897403,0.0,0.0
ENSG00000223482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28620026708417756,0.0,0.0
ENSG00000198682,0.18406886957924234,0.01730769230769231,0.3223395298633965,0.0,0.0,0.0,0.0,0.1087949153320178,0.0,0.0,0.0
ENSG00000180628,0.0,0.0,0.0,0.0,0.163625468164794,0.0,0.020764119601328904,0.07077922077922078,0.0,0.0,0.0
ENSG00000228701,0.0,0.0,0.0,0.0,0.0,0.0,0.3429735839104121,0.7987207586412386,0.0,0.0,0.0
ENSG00000138190,0.10966344764554478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042134831460674156,0.0,0.01791277258566978
ENSG00000095596,0.0,0.0,0.0,0.0,0.0,0.9447930110074931,0.3704153158704263,0.0,0.0,0.03308823529411765,0.0
ENSG00000108231,0.0,0.0,0.015765480926211224,0.06121514228609498,0.0,0.07672813873961895,0.0681063122923588,0.0,0.0,0.0,0.15818081516095533
ENSG00000138193,0.0,0.0,0.0,0.0,0.9233652170224114,0.0009363295880149813,0.23690285991681492,0.0,0.0,0.0,0.0
ENSG00000107438,0.23100172711571676,0.0,0.0,0.0,0.0,0.0,0.0,0.6293997327054812,0.0,0.0,0.46705316140296066
ENSG00000095637,0.05058365758754864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08643617021276596,0.0
ENSG00000187122,0.0,0.15797013278822833,0.0,0.0,0.0,0.0,0.0,0.0,0.008075842696629214,0.0,0.3400998310436988
ENSG00000095713,0.0,0.0,0.6673478778484662,0.17067788141239174,0.2379625468164794,0.1305263800683928,0.0,0.0,0.0,0.0,0.16220469885773625
ENSG00000172987,0.0,0.0,0.3780615280893958,0.1552536404301894,0.22942322097378276,0.0,0.4831244842397613,0.0,0.0,0.0,0.36338265835929384
ENSG00000119946,0.0,0.0,0.0,0.0,0.2867988073160976,0.0,0.011627906976744186,0.0,0.0,0.0,0.0
ENSG00000120053,0.0,0.0,0.0,0.0,0.2657343732955165,0.0,0.0,0.0,0.041685853748388284,0.0,0.0
ENSG00000107593,0.0,0.8699502609064456,0.0,0.0,0.0,0.0,0.0,0.3849314754174622,0.10758196721311475,0.0,0.0
ENSG00000095539,0.0,0.0,0.33281645342691263,0.0,0.22519850187265916,0.2742637569358872,0.19301283544396908,0.15177825707861045,0.0,0.0,0.0
ENSG00000120055,0.0,0.0,0.8561568338270917,0.08176691729323309,0.11533333333333333,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156395,0.0,0.0,0.0,0.11288803496081977,0.0,0.0,0.11816005471956226,0.0,0.021844492540062627,0.0,0.1959858515057113
ENSG00000108018,0.04442282749675746,0.014423076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.5075534424182886,0.0,0.0
ENSG00000229981,0.37103919405057484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7216521999869908,0.0,0.06147540983606557
ENSG00000148700,0.0,0.0,0.06402193658166433,0.0,0.10617977528089888,0.03713768115942029,0.08554817275747509,0.0,0.0,0.0,0.0
ENSG00000203867,0.0,0.0,0.0,0.0,0.70681411282014,0.0,0.0,0.0,0.43332569396191783,0.0,0.0
ENSG00000099204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20440601236864364,0.0,0.0,0.0
ENSG00000107518,0.24319066147859922,0.0057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2327127659574468,0.07866043613707165
ENSG00000232139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7861801769612535,0.0,0.19117647058823528,0.0
ENSG00000265993,0.0,0.0,0.0,0.0,0.0,0.03277153558052434,0.9417845876900711,0.0088339222614841,0.0,0.0,0.0
ENSG00000166033,0.0,0.0,0.0,0.2637953665810095,0.16031460674157305,0.11027316397980785,0.8252120963238732,0.0,0.0,0.0,0.0
ENSG00000233334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7978599550973362,0.0,0.19301470588235295,0.0
ENSG00000150760,0.0,0.10321100917431193,0.0,0.09774436090225563,0.1766816479400749,0.0,0.0,0.605096009593495,0.0,0.0,0.0
ENSG00000188916,0.08419689119170984,0.0,0.0,0.0,0.0,0.11329588014981273,0.6513509865070535,0.284914104080085,0.0,0.0,0.2835864485981308
ENSG00000132334,0.0,0.0,0.0,0.0,0.18313857677902623,0.0,0.23563265948274098,0.015584415584415584,0.0,0.0,0.0
ENSG00000269821,0.03454231433506045,0.0,0.0,0.0,0.13701123595505618,0.0,0.0,0.0,0.24007068520906244,0.0,0.0
